-18.000,-1.1217, 0.11244, 0.10896, 0.0036,1.0000,0.0135,-8.4244, 0.0000, 0.0000, 0.0000, 0.2274
-17.750,-1.1445, 0.10419, 0.10058,-0.0008,1.0000,0.0135,-8.6043, 0.0000, 0.0000, 0.0000, 0.2240
-17.500,-1.1668, 0.09631, 0.09256,-0.0048,1.0000,0.0135,-8.7627, 0.0000, 0.0000, 0.0000, 0.2210
-17.250,-1.1879, 0.08877, 0.08489,-0.0087,1.0000,0.0135,-8.8979, 0.0000, 0.0000, 0.0000, 0.2184
-17.000,-1.2079, 0.08155, 0.07752,-0.0125,1.0000,0.0136,-9.0117, 0.0000, 0.0000, 0.0000, 0.2159
-16.750,-1.2263, 0.07477, 0.07060,-0.0160,1.0000,0.0136,-9.1010, 0.0000, 0.0000, 0.0000, 0.2138
-16.500,-1.2423, 0.06862, 0.06430,-0.0191,1.0000,0.0136,-9.1592, 0.0000, 0.0000, 0.0000, 0.2120
-16.250,-1.2556, 0.06290, 0.05844,-0.0220,1.0000,0.0137,-9.1884, 0.0000, 0.0000, 0.0000, 0.2104
-16.000,-1.2658, 0.05778, 0.05317,-0.0246,1.0000,0.0137,-9.1851, 0.0000, 0.0000, 0.0000, 0.2091
-15.750,-1.2747, 0.05303, 0.04829,-0.0268,1.0000,0.0138,-9.1655, 0.0000, 0.0000, 0.0000, 0.2081
-15.500,-1.2862, 0.04814, 0.04325,-0.0290,1.0000,0.0140,-9.1658, 0.0000, 0.0000, 0.0000, 0.2072
-15.250,-1.2942, 0.04393, 0.03890,-0.0306,1.0000,0.0142,-9.1309, 0.0000, 0.0000, 0.0000, 0.2067
-15.000,-1.2989, 0.04041, 0.03523,-0.0316,1.0000,0.0144,-9.0635, 0.0000, 0.0000, 0.0000, 0.2066
-14.750,-1.3006, 0.03750, 0.03221,-0.0319,1.0000,0.0147,-8.9670, 0.0000, 0.0000, 0.0000, 0.2068
-14.500,-1.2993, 0.03508, 0.02969,-0.0319,1.0000,0.0149,-8.8452, 0.0000, 0.0000, 0.0000, 0.2074
-14.250,-1.2960, 0.03306, 0.02757,-0.0314,1.0000,0.0152,-8.7053, 0.0000, 0.0000, 0.0000, 0.2082
